f0,f1,label
1.68820634,-0.47029856,1.00000000
1.62676555,-0.12145342,1.00000000
1.42771986,-0.16003236,1.00000000
0.94534417,-0.57352966,1.00000000
-0.90544239,0.19151973,0.00000000
-0.18412035,0.28775364,1.00000000
0.82311682,-0.67007221,1.00000000
0.22461499,0.22365572,1.00000000
0.81966269,-0.55664126,1.00000000
-0.58634662,0.93041695,0.00000000
0.98315840,0.52745652,0.00000000
0.97513807,0.29389699,0.00000000
1.51785949,-0.42583252,1.00000000
-1.04219708,0.23161997,0.00000000
0.03107216,0.20657482,1.00000000
-0.37519851,1.02216955,0.00000000
-1.05831300,0.44640117,0.00000000
1.31975988,-0.50549872,1.00000000
1.05891646,-0.49783706,1.00000000
0.06872806,0.71768397,0.00000000
1.89909592,0.19935646,1.00000000
0.56547015,-0.57415882,1.00000000
1.84146314,0.02360932,1.00000000
1.00639774,-0.53003491,1.00000000
1.76699627,-0.37007622,1.00000000
-1.06624969,0.74466063,0.00000000
0.37555348,-0.06746506,1.00000000
-0.38886082,0.68843419,0.00000000
-0.39361714,0.94460484,0.00000000
-1.08456497,-0.53523079,0.00000000
-1.05298140,0.06731299,0.00000000
1.90874232,0.35648819,1.00000000
0.87520288,0.16981376,0.00000000
0.01153813,0.57962148,1.00000000
-0.05893178,0.64406226,0.00000000
0.02504889,-0.10495401,1.00000000
0.55150552,-0.02911071,1.00000000
1.03882172,0.11692679,0.00000000
-0.29652922,1.09483079,0.00000000
1.91741350,-0.02201333,1.00000000
0.07287264,0.13935001,1.00000000
1.56238580,-0.21260109,1.00000000
1.98018872,0.06711840,1.00000000
1.81875503,-0.12866776,1.00000000
2.15567303,0.33322004,1.00000000
-0.38654084,1.01942932,0.00000000
0.54254573,0.84394316,0.00000000
1.29838311,-0.45209905,1.00000000
0.82568858,0.59434673,0.00000000
0.16345149,1.15401321,0.00000000
1.93251857,0.41364545,1.00000000
-0.09316301,0.84660173,0.00000000
0.28158725,-0.14863862,1.00000000
0.93513007,-0.69987986,1.00000000
-0.24933595,0.87653720,0.00000000
0.11255986,0.10301898,1.00000000
-0.87948436,0.05457100,0.00000000
0.69391185,-0.52213394,1.00000000
0.81289080,0.73351620,0.00000000
2.01761379,0.09697026,1.00000000
0.72012893,0.87432871,0.00000000
0.11297020,0.97341168,0.00000000
0.20153417,-0.50225556,1.00000000
-1.06321923,0.25092258,0.00000000
-0.87078944,0.49340529,0.00000000
1.11881575,0.05082979,0.00000000
0.95793680,0.32494049,0.00000000
1.31799809,0.39542524,0.00000000
-0.94550795,0.61345358,0.00000000
-0.68453070,1.00147480,0.00000000
1.34366238,-0.47541315,1.00000000
0.54561906,-0.22609343,1.00000000
0.08902596,0.23936108,1.00000000
0.15213158,1.01741807,0.00000000
0.77099707,0.70317347,0.00000000
0.18537160,-0.25820393,1.00000000
1.02098590,-0.75765078,1.00000000
1.11351501,-0.53957005,1.00000000
-0.88935936,0.16816098,0.00000000
0.47983372,0.55037531,0.00000000
1.00811745,-0.75337634,1.00000000
0.11968021,0.64560593,1.00000000
0.22234874,-0.26428869,1.00000000
1.43087530,-0.47771464,1.00000000
1.09756744,0.21462685,0.00000000
0.23569707,-0.26660830,1.00000000
1.99041728,0.00035032,1.00000000
0.11776125,1.20516664,0.00000000
0.28628915,0.25526584,1.00000000
1.63102377,-0.35032519,1.00000000
0.03650746,0.21604698,1.00000000
-1.19675683,0.38585321,0.00000000
0.07730707,0.91162922,0.00000000
-0.00100980,0.24229799,1.00000000
0.77458772,0.76699328,0.00000000
0.94062419,0.26887827,0.00000000
1.07726539,0.67857652,0.00000000
0.64448029,-0.67302734,1.00000000
0.15283305,0.49248212,1.00000000
1.39890311,0.06683868,1.00000000
1.12715014,0.12777902,0.00000000
1.22237111,-0.27230364,1.00000000
0.29459524,0.16931000,1.00000000
0.01896495,-0.20236029,1.00000000
0.78673076,-0.33418651,1.00000000
-0.79577612,0.54847927,0.00000000
1.99315374,0.03221930,1.00000000
-0.57470080,0.73762528,0.00000000
0.31721763,0.91499948,0.00000000
-0.65245914,0.81690525,0.00000000
-0.39185333,0.58769639,0.00000000
0.71283302,0.08099892,0.00000000
0.59973912,0.95862977,0.00000000
0.76919619,-0.40447412,1.00000000
0.93891466,0.08674799,0.00000000
-0.87558651,0.74816657,0.00000000
0.84825797,0.59788267,0.00000000
1.90386234,0.14149504,1.00000000
1.34797528,-0.42382030,1.00000000
0.20245731,0.20034904,1.00000000
0.77470955,-0.52364252,1.00000000
1.60753226,-0.25804764,1.00000000
0.23448904,0.14090339,1.00000000
0.02058162,0.16474096,1.00000000
0.11260762,0.67976466,1.00000000
0.94531903,-0.75379279,1.00000000
1.87664134,-0.02530405,1.00000000
0.29391744,-0.07911049,1.00000000
2.19666453,0.46093334,1.00000000
1.83941406,0.15750220,1.00000000
0.83115158,-0.60588230,1.00000000
0.44619635,-0.39094368,1.00000000
0.07613481,0.45410682,1.00000000
-0.96129625,0.71078923,0.00000000
0.74298522,0.64320731,0.00000000
0.11845770,0.24066450,1.00000000
-0.98343256,0.29617553,0.00000000
1.17211936,-0.35935519,1.00000000
0.48501063,0.00006092,1.00000000
-0.02530687,1.09192881,0.00000000
0.83516087,0.75198284,0.00000000
0.90419743,-0.05533560,0.00000000
0.64575325,0.55613550,0.00000000
0.35067596,0.85856143,0.00000000
0.03234163,0.39734629,1.00000000
0.85312955,0.59475811,0.00000000
0.37385545,-0.24269358,1.00000000
0.36888246,1.04247657,0.00000000
1.46663276,-0.40404440,1.00000000
0.64430979,0.64253872,0.00000000
1.50943150,-0.22976197,1.00000000
0.43526581,-0.31856590,1.00000000
0.38022079,-0.13845803,1.00000000
0.80120120,0.14395814,0.00000000
1.35782606,-0.36869525,1.00000000
0.25834960,0.88985913,0.00000000
0.70652954,-0.26722451,1.00000000
-0.97165122,0.49148411,0.00000000
1.73795972,-0.51146017,1.00000000
1.73975428,0.61285586,1.00000000
-0.34762631,0.78676464,0.00000000
1.08548608,-0.67847997,1.00000000
1.98161115,0.42497409,1.00000000
1.22161445,-0.32142361,1.00000000
0.29125485,-0.04121544,1.00000000
0.58546217,0.69972944,0.00000000
0.42729466,0.62489161,0.00000000
-0.74859974,0.24510601,0.00000000
-1.10460980,0.25324252,0.00000000
2.05991683,0.57191094,1.00000000
-1.15659240,0.57292036,0.00000000
-1.07229197,0.47923626,0.00000000
0.58548483,0.61495651,0.00000000
0.67083834,0.69080028,0.00000000
1.54864473,-0.12263476,1.00000000
0.12456274,-0.22604336,1.00000000
0.10453194,-0.14084750,1.00000000
0.72253151,0.37294914,0.00000000
1.27821166,-0.62667841,1.00000000
-0.68276501,0.31985211,0.00000000
0.68192863,-0.43809682,1.00000000
-1.00988505,-0.05072479,0.00000000
0.75701185,-0.25191941,1.00000000
1.81628510,-0.16201064,1.00000000
0.51925224,-0.15633360,1.00000000
1.08528285,-0.48386967,1.00000000
-0.92518678,0.69643768,0.00000000
-0.28559735,0.78719499,0.00000000
-0.57289857,0.70104200,0.00000000
1.59935132,-0.25643462,1.00000000
0.14578880,1.08284746,0.00000000
1.92578879,0.04543939,1.00000000
0.22764315,1.11263675,0.00000000
1.68448748,-0.15774845,1.00000000
0.08011889,0.25498867,1.00000000
-0.31100144,1.02126655,0.00000000
2.07771004,0.69619800,1.00000000
1.26793085,0.27972984,0.00000000
-0.66157694,0.34862027,0.00000000
0.41977598,1.12526376,0.00000000
0.15041240,0.92569540,0.00000000
0.81077187,-0.23223897,1.00000000
2.04830010,-0.28452777,1.00000000
-0.09247101,0.69522195,0.00000000
