f0,f1,label
0.21696529,-0.43144491,1.00000000
0.39838682,0.78612467,1.00000000
0.50937485,-0.86376842,1.00000000
0.02686965,-0.79604307,1.00000000
-0.62200271,0.94293409,1.00000000
-0.65015919,-0.00336710,1.00000000
0.18634636,0.37969120,0.00000000
0.16132837,-0.95312163,0.00000000
-0.35902399,0.01708207,1.00000000
-0.84385491,-0.34486665,1.00000000
-0.85282500,-0.85895903,0.00000000
-0.14529552,-0.65850269,1.00000000
0.18499724,0.35734892,0.00000000
0.62135990,-0.60090929,1.00000000
-0.71021993,-0.77464636,0.00000000
0.21390851,0.47233542,0.00000000
-0.96005858,0.88248248,1.00000000
-0.88189304,0.06964742,0.00000000
0.44745573,0.71819306,1.00000000
0.47173873,0.53615718,1.00000000
-0.31478064,0.72659668,0.00000000
-0.88978687,0.75574606,1.00000000
0.12088014,0.64357463,1.00000000
-0.07783193,0.31161475,1.00000000
0.08454140,0.51866404,0.00000000
-0.81624910,-0.89135871,0.00000000
-0.47216485,-0.58591654,0.00000000
0.73693545,-0.61029849,1.00000000
1.00708455,-0.33222747,0.00000000
-0.74439765,0.62176810,1.00000000
0.29064914,-0.00813523,1.00000000
0.12732612,0.44792854,0.00000000
-0.50761793,0.97089351,1.00000000
0.97524161,0.28767404,1.00000000
-0.56397457,0.39122486,0.00000000
-0.90237512,-0.88439589,0.00000000
-0.51143240,-0.03435120,0.00000000
0.75490938,0.54624732,1.00000000
0.47423974,-0.16647917,1.00000000
-0.30910100,-0.27308146,0.00000000
1.01529622,-1.00059715,1.00000000
0.68137887,0.10396067,1.00000000
-0.07525378,0.53604599,1.00000000
-0.03188458,0.73840539,0.00000000
0.80490634,-0.09846423,0.00000000
-0.49271206,0.19661911,1.00000000
0.87348657,-0.55362091,1.00000000
0.25541225,0.31317274,0.00000000
0.33106443,-0.70297086,0.00000000
0.39894615,0.72653340,1.00000000
-0.61507365,-0.45623042,0.00000000
0.93591776,-0.59040237,1.00000000
0.78938410,0.05030144,0.00000000
-0.42353962,0.77860618,1.00000000
-0.10561781,-0.05046358,1.00000000
-0.29383639,0.14373937,1.00000000
-0.56440512,-0.22663122,1.00000000
0.94498489,-0.45615887,0.00000000
0.31565345,-0.26486732,1.00000000
0.51581378,-0.72852231,1.00000000
0.90251856,-0.15842204,0.00000000
-0.55848753,-0.85485835,0.00000000
-0.68194930,0.00492685,0.00000000
-0.39630952,0.65361145,0.00000000
-0.21346097,-0.46456866,1.00000000
0.23841196,0.34067686,0.00000000
-0.68137664,-0.70236939,0.00000000
-0.91069842,0.53982655,0.00000000
0.23385043,-0.04498694,1.00000000
0.68033426,0.64490731,0.00000000
0.18136856,0.69894409,1.00000000
-0.60427028,-0.81596205,0.00000000
-0.40670042,-0.88476071,1.00000000
0.15739859,0.87017834,1.00000000
-0.95673326,-0.83146589,0.00000000
-0.18575893,0.78854324,0.00000000
-0.35433146,0.03990587,1.00000000
-0.99591382,-0.65856168,0.00000000
0.94910719,0.93757704,0.00000000
-0.90950901,0.94846554,1.00000000
0.26481334,0.69127698,1.00000000
-0.19811106,-0.00476561,1.00000000
-0.03286335,0.28436954,1.00000000
-0.72726034,-0.93621023,0.00000000
-0.39538292,0.37686140,1.00000000
-0.58786036,0.36896190,0.00000000
0.88530414,-0.74165195,1.00000000
0.34027483,-0.11155708,1.00000000
0.77169523,-0.63403961,1.00000000
0.43290874,0.69058679,1.00000000
0.85860657,0.38457123,1.00000000
-0.06283678,0.24112247,1.00000000
0.73614847,0.13081365,1.00000000
-0.94565276,0.76780494,1.00000000
0.35161726,0.35766902,0.00000000
-0.56065688,0.26638718,0.00000000
-0.14898580,0.25915721,1.00000000
-0.73834108,0.33705033,0.00000000
0.96651609,-0.81481038,1.00000000
0.89466653,-0.14022637,0.00000000
0.79153602,0.53123996,0.00000000
0.20365579,0.46439609,0.00000000
0.77146580,-0.17870326,0.00000000
-0.35264911,0.37572718,1.00000000
0.65536632,0.43714367,0.00000000
0.66084431,-0.21195797,0.00000000
0.68729574,-0.70324663,1.00000000
0.03442987,-1.00902339,0.00000000
-0.40611357,-0.27782298,0.00000000
-0.22305633,0.42991744,1.00000000
-0.15736836,-0.03282856,0.00000000
-0.55302014,-0.26395751,1.00000000
-0.62963266,-0.89390166,0.00000000
0.25513977,0.41720474,0.00000000
0.17726325,-0.10263513,1.00000000
-0.24174873,0.74067536,0.00000000
-0.00231661,-0.02043319,1.00000000
-0.97240784,-0.31822696,1.00000000
-0.21229455,-0.20203332,0.00000000
0.13852544,0.06172460,0.00000000
0.21139204,0.51126597,1.00000000
0.61303167,0.51617851,1.00000000
0.93909336,-0.97830885,1.00000000
-0.57359631,-1.00156522,0.00000000
0.35360566,0.81454321,1.00000000
-0.51840051,0.87645494,1.00000000
-0.95800903,0.81253368,1.00000000
-0.35645088,-0.79001119,1.00000000
0.05836927,-0.37488186,0.00000000
-0.39835164,-0.36037785,0.00000000
0.51599891,0.05118886,1.00000000
-0.41677379,0.18962519,1.00000000
0.42389416,-0.47835653,1.00000000
-0.27186679,-0.71883230,1.00000000
-0.69133845,0.37419805,0.00000000
-0.53341917,0.00435754,0.00000000
0.29157815,-0.80054636,0.00000000
0.18967242,-0.38895706,1.00000000
0.86437627,-0.00807375,0.00000000
0.58871958,0.09515567,1.00000000
-0.78095777,0.19115423,0.00000000
0.91549367,0.22660830,1.00000000
0.69266704,0.77331208,0.00000000
-0.52843793,-0.59549275,0.00000000
0.23541832,-0.19510267,1.00000000
0.71080120,0.78156573,0.00000000
-0.27430222,-0.52772202,1.00000000
0.61735354,-0.45295762,0.00000000
0.55657701,-0.08942742,0.00000000
0.28981318,-0.84161769,0.00000000
0.21793558,-0.02774274,1.00000000
0.06643322,-0.50708416,0.00000000
0.52655033,0.73675610,1.00000000
-0.56926510,-0.79429319,0.00000000
-0.92666671,0.31620378,0.00000000
0.24196830,0.09787386,0.00000000
-0.54597273,-0.22575167,1.00000000
0.17920726,0.05022222,1.00000000
1.00524888,-0.87413993,1.00000000
0.42308415,-0.18162565,1.00000000
-0.14453621,0.41576961,1.00000000
0.44107794,1.02988831,1.00000000
-0.78185530,-0.77142809,0.00000000
0.40009480,0.08779293,0.00000000
-0.48301453,-0.79804159,1.00000000
-0.78102725,0.81403602,1.00000000
-0.58001056,-0.32744796,1.00000000
-0.57876128,-0.26841126,1.00000000
-0.82113184,0.07583415,0.00000000
-0.80532920,0.63612821,1.00000000
-0.51500343,0.13353134,0.00000000
0.75883211,0.25766101,1.00000000
0.05776222,-0.38857763,1.00000000
-0.36775509,0.33174798,1.00000000
0.94865773,0.30828030,1.00000000
0.02088610,0.47196571,0.00000000
-0.06952850,-0.92056975,1.00000000
0.15755592,0.96212908,1.00000000
-0.72977211,0.34187354,0.00000000
-0.63658974,0.02466021,0.00000000
-0.76517336,-0.10894943,1.00000000
0.49910092,-0.40505007,0.00000000
0.36159435,0.52893700,1.00000000
0.85735227,-0.51684699,1.00000000
-0.13333524,-0.76060899,1.00000000
0.83399140,0.86319441,0.00000000
0.16993982,0.74601391,1.00000000
0.05239893,0.22258957,0.00000000
-0.78139501,0.46186353,1.00000000
-0.72075514,0.67740877,1.00000000
0.61706667,0.55547240,1.00000000
-0.90805844,-0.41919147,1.00000000
-0.47505358,-0.36818098,0.00000000
-0.85945016,0.85345152,1.00000000
0.08140006,-0.38133364,1.00000000
-0.24715796,-0.04954339,0.00000000
0.20119902,0.03089384,0.00000000
0.82238921,0.00168650,0.00000000
1.02557094,0.65949340,0.00000000
-0.61588480,0.84600413,1.00000000
-0.83456075,0.59393652,1.00000000
-0.26256446,0.79966810,0.00000000
0.74924145,0.62153030,0.00000000
0.62260577,-0.39751031,0.00000000
-0.81863819,-0.19920073,1.00000000
-0.63968285,0.36076424,0.00000000
-0.42974140,0.94450644,0.00000000
0.35308156,0.69127190,1.00000000
-0.68668078,0.78583550,1.00000000
0.84994726,-0.01601038,0.00000000
0.18162328,0.51381596,1.00000000
-0.61953419,0.06532637,0.00000000
-0.20964626,-0.72976148,1.00000000
-0.26490476,-0.83359504,1.00000000
-1.02056893,-0.84447647,0.00000000
0.89870338,0.03802345,1.00000000
0.90623731,-0.14239326,0.00000000
-0.39903015,0.08490710,1.00000000
-0.10463938,-0.77364691,1.00000000
0.31276299,-0.62486529,0.00000000
0.29113150,0.29661397,0.00000000
-0.66242626,-0.93089361,0.00000000
0.48383523,-0.03950467,0.00000000
-0.86485193,0.94463006,1.00000000
-0.92792203,0.44634220,0.00000000
0.90788726,-0.43950614,1.00000000
-0.76053230,-0.72531052,0.00000000
-0.40988063,-0.76774901,1.00000000
0.35711698,-0.88355605,0.00000000
0.02089022,0.94328433,1.00000000
0.66498176,0.20477820,1.00000000
-0.39892275,0.19807420,1.00000000
-0.07403376,-0.15738462,1.00000000
-0.61794848,0.81243864,1.00000000
-0.10139372,-0.62389952,1.00000000
-0.26335800,-0.14438454,0.00000000
0.59603515,0.52294485,1.00000000
0.57437885,-0.94202818,1.00000000
-0.14576822,-0.03633086,0.00000000
-0.92797238,-0.45078288,1.00000000
0.50287761,-0.75446068,1.00000000
0.07571308,-0.49214525,0.00000000
-1.03771380,-0.59097335,0.00000000
0.95998555,0.60561861,0.00000000
0.92782037,-0.01209425,0.00000000
-0.79168772,0.17041215,0.00000000
-0.17129053,0.64728931,0.00000000
-0.80899758,-0.10567717,1.00000000
-0.70869539,-0.26757464,1.00000000
0.47575848,-0.03642870,1.00000000
-0.31123167,-0.24186551,0.00000000
-0.09986628,0.55414733,0.00000000
0.84825157,0.93855393,0.00000000
0.51823387,-0.35686097,0.00000000
0.40118050,-0.06778630,1.00000000
-0.41163172,0.63098845,0.00000000
-0.96369018,0.74064509,1.00000000
-0.08874606,0.29772087,1.00000000
0.36807457,0.78643793,1.00000000
0.25734699,0.23545507,0.00000000
-0.90845306,0.14129298,0.00000000
-0.78004505,0.48410457,0.00000000
0.12562415,0.36079555,0.00000000
-0.92615615,-0.84828824,0.00000000
0.42362719,-0.78718890,0.00000000
-0.96807964,-0.89911136,0.00000000
0.84180494,0.46168410,1.00000000
-0.31495940,-0.37750117,0.00000000
-0.38049976,0.57241570,0.00000000
0.42395670,-0.69776756,0.00000000
-0.64229602,-0.83630781,0.00000000
0.34189980,0.52970271,1.00000000
-0.50198149,-0.93371646,1.00000000
-0.74543926,0.92617488,1.00000000
-0.37312255,0.47378265,0.00000000
0.20150532,-0.21250041,1.00000000
-0.51441967,-0.73944650,0.00000000
0.21437303,0.54923213,1.00000000
0.22528812,0.09083003,0.00000000
-0.87198090,0.91437304,1.00000000
